srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,class,label
10.0.0.1,57863,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,15,27156,120055,47768,72,32587,157821,70027,162955,162955,162955,162955,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57864,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1176,2167,814,30,1176,2508,1197,5899,5899,5899,5899,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57865,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1342,2358,985,33,1341,3154,1427,6726,6726,6726,6726,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57866,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,23212,96463,39010,34,27855,135750,60322,139295,139295,139295,139295,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57867,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1302,2305,914,33,1301,2913,1332,6523,6523,6523,6523,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57868,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,12,1575,4154,1566,34,1574,4432,1854,7892,7892,7892,7892,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57869,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1382,2446,1041,31,1380,3259,1476,6930,6930,6930,6930,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57870,10.0.0.2,80,6,7,478,7,2823,52,68,158,39,52,403,1500,606,19,1687,5965,2229,77,1687,5799,2268,10141,10141,10141,10141,0,0,0,0,0,7,478,7,2823,1,2,0,0,372,372,0,1
10.0.0.1,57871,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,24307,104066,41752,33,29169,142054,63114,145866,145866,145866,145866,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57872,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,605,2276,861,11,604,2890,1069,6066,6066,6066,6066,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57873,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,1461,7743,2492,11,1460,7719,2632,14631,14631,14631,14631,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57874,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1511,3630,1353,36,1511,3811,1657,7576,7576,7576,7576,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57875,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,1026,4099,1540,11,1026,4423,1763,10286,10286,10286,10286,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57876,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,11,21626,88172,35728,34,25949,125868,55867,129774,129774,129774,129774,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57877,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1338,2851,1109,30,1336,2997,1399,6702,6702,6702,6702,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57878,10.0.0.2,80,6,10,634,10,2979,52,63,158,33,52,297,2348,720,12,748,2410,925,12,747,2919,1124,6743,6743,6743,6743,0,0,0,0,0,10,634,10,2979,1,6,0,0,528,528,0,1
10.0.0.1,57879,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,1027,5404,1789,11,1026,5359,1950,10288,10288,10288,10288,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57880,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,749,3447,1162,10,749,3431,1278,7514,7514,7514,7514,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57881,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,21,12083,90164,28205,23,13291,127860,40271,132936,132936,132936,132936,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57882,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1497,3161,1212,32,1497,3431,1593,7504,7504,7504,7504,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57883,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,753,3046,1087,12,752,3029,1258,7545,7545,7545,7545,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57884,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,15962,53088,23478,31,19163,91563,40492,95838,95838,95838,95838,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57885,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,767,3756,1223,12,770,3778,1349,7723,7723,7723,7723,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57886,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1187,3178,1196,33,1185,3898,1580,5946,5946,5946,5946,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57887,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11421,81517,25976,11,12563,120574,37968,125654,125654,125654,125654,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57888,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,21,1243,5652,1962,21,1243,5600,2037,12452,12452,12452,12452,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57889,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,741,3280,1121,12,740,3263,1261,7425,7425,7425,7425,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57890,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,12,1337,2390,999,35,1336,2919,1384,6700,6700,6700,6700,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57891,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,944,3774,1373,11,942,5360,1788,9454,9454,9454,9454,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57892,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,8841,53382,18720,11,9725,92155,28986,97273,97273,97273,97273,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57893,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1123,1868,721,37,1122,2723,1119,5630,5630,5630,5630,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57894,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,791,4107,1335,11,790,3992,1448,7926,7926,7926,7926,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57895,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10367,71293,23182,12,11405,109590,34511,114071,114071,114071,114071,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57896,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,910,4302,1456,11,907,6871,2134,9117,9117,9117,9117,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57897,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,2436,5272,2256,35,2435,5492,2750,12199,12199,12199,12199,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57898,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,10888,78882,25018,11,11977,115396,36351,119790,119790,119790,119790,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57899,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1308,2970,1079,31,1308,3130,1380,6557,6557,6557,6557,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57900,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,967,1967,709,34,965,2748,1100,4845,4845,4845,4845,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57901,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,13097,99868,30996,12,14407,138710,43693,144093,144093,144093,144093,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57902,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1473,2843,1134,33,1467,3276,1572,7379,7379,7379,7379,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57903,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1346,2558,987,38,1345,2947,1410,6747,6747,6747,6747,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57904,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,22867,94486,38261,35,27441,133676,59395,137222,137222,137222,137222,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57905,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1236,2276,910,30,1234,2628,1260,6197,6197,6197,6197,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57906,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,750,3722,1191,11,749,3706,1313,7516,7516,7516,7516,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57907,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1246,7436,2343,11,1246,7421,2461,12478,12478,12478,12478,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57908,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,30215,140622,55925,34,36258,177340,78874,181312,181312,181312,181312,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57909,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1557,3690,1416,32,1556,3900,1706,7804,7804,7804,7804,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57910,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,792,3279,1189,11,791,4141,1422,7937,7937,7937,7937,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57911,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,9142,57561,19627,11,10056,95610,30083,100585,100585,100585,100585,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57912,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,654,2459,936,14,654,2739,1080,6564,6564,6564,6564,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57913,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1242,2999,1091,35,1240,3936,1588,6223,6223,6223,6223,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57914,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,12,17035,58896,25251,31,20442,97152,42911,102232,102232,102232,102232,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57915,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,874,3313,1322,11,873,4307,1569,8758,8758,8758,8758,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57916,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,650,2105,872,12,650,3045,1096,6526,6526,6526,6526,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57917,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,23628,99880,40168,32,28355,137961,61281,141794,141794,141794,141794,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57918,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,979,4956,1622,11,979,4943,1791,9812,9812,9812,9812,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57919,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,925,3734,1391,12,925,4161,1633,9269,9269,9269,9269,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57920,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11047,78571,25031,11,12152,116286,36610,121545,121545,121545,121545,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57921,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,775,3616,1200,11,774,3587,1326,7766,7766,7766,7766,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57922,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,869,3481,1296,10,866,3672,1484,8708,8708,8708,8708,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57923,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,13531,100793,31208,10,14884,140341,44114,148859,148859,148859,148859,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57924,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1687,3859,1467,34,1680,4043,1832,8450,8450,8450,8450,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57925,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1288,2477,985,31,1288,2746,1337,6457,6457,6457,6457,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57926,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,921,3919,1487,10,921,4727,1698,9233,9233,9233,9233,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57927,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,17972,149882,45233,13,19764,188686,59384,197712,197712,197712,197712,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57928,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,986,2141,780,31,984,2870,1151,4940,4940,4940,4940,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57929,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,814,3194,1212,11,819,4118,1459,8210,8210,8210,8210,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57930,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,11046,72619,23419,11,12151,111547,34969,121536,121536,121536,121536,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57931,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1154,1930,731,31,1155,2605,1181,5794,5794,5794,5794,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57932,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,785,3089,1148,10,784,4085,1409,7864,7864,7864,7864,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57933,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,22081,89544,36188,31,26499,127725,56606,132514,132514,132514,132514,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57934,10.0.0.2,80,6,3,270,5,2719,52,90,158,59,52,543,1500,681,814,1557,2301,1051,48,1043,3112,1429,4192,4192,4192,4192,0,0,0,0,0,3,270,5,2719,1,2,0,0,164,268,0,1
10.0.0.3,41053,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1502,3179,1211,36,1498,3331,1599,7526,7526,7526,7526,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41054,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1376,2763,1050,32,1374,2970,1452,6898,6898,6898,6898,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41055,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,1045,6241,1940,10,1044,7347,2297,10464,10464,10464,10464,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41056,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,17,768,3222,1124,16,767,4262,1412,7696,7696,7696,7696,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41057,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,26150,114154,45721,31,31380,153300,68162,156919,156919,156919,156919,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41058,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1611,3795,1423,40,1610,3991,1691,8072,8072,8072,8072,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41059,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,21918,89903,36231,30,26301,126871,56238,131530,131530,131530,131530,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41060,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,801,2847,996,13,800,2870,1113,8020,8020,8020,8020,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41061,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1122,2820,1049,32,1121,3489,1407,5625,5625,5625,5625,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41062,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,22280,91534,37062,32,26736,129982,57725,133703,133703,133703,133703,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41063,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,591,2079,757,14,583,2882,941,5930,5930,5930,5930,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41064,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,666,2852,965,11,665,3748,1219,6676,6676,6676,6676,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41065,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10550,72022,23350,12,11605,110430,34749,116073,116073,116073,116073,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41066,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,679,2896,998,11,679,2855,1125,6811,6811,6811,6811,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41067,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1264,2332,948,30,1263,2743,1304,6335,6335,6335,6335,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41068,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,932,4371,1542,11,931,4335,1714,9336,9336,9336,9336,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41069,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1187,4725,1892,11,1187,5529,2123,11888,11888,11888,11888,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41070,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,12650,95361,29707,11,13912,133816,42148,139172,139172,139172,139172,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41071,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,754,3322,1112,12,753,3300,1236,7556,7556,7556,7556,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41072,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,13139,102604,31590,11,14453,139154,43833,144552,144552,144552,144552,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41073,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1284,2567,940,32,1282,3548,1466,6433,6433,6433,6433,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41074,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,671,2942,995,11,671,2877,1118,6734,6734,6734,6734,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41075,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11363,83177,26270,11,12504,120591,37990,125062,125062,125062,125062,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41076,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,16,1376,2800,1012,37,1375,3204,1450,6900,6900,6900,6900,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41077,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,14,1101,6046,1947,11,1100,6028,2080,11031,11031,11031,11031,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41078,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,789,3290,1161,11,789,3269,1303,7908,7908,7908,7908,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41079,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1347,2675,971,34,1346,2848,1390,6750,6750,6750,6750,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41080,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,70,26665,117948,47093,34,31998,156121,69395,160008,160008,160008,160008,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41081,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1205,2239,841,31,1205,2606,1235,6044,6044,6044,6044,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41082,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,776,3577,1190,11,775,3544,1323,7774,7774,7774,7774,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41083,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10839,73543,23687,11,11923,111944,35193,119253,119253,119253,119253,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41084,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,896,3581,1353,11,896,4051,1578,8981,8981,8981,8981,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41085,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,762,3442,1168,11,761,3425,1290,7637,7637,7637,7637,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41086,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1613,3344,1422,31,1613,3548,1767,8083,8083,8083,8083,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41087,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,856,4109,1349,11,855,4091,1509,8576,8576,8576,8576,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41088,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,22945,94064,37900,33,27536,132728,58825,137700,137700,137700,137700,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41089,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,935,1926,702,32,928,2618,1048,4688,4688,4688,4688,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41090,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,983,2050,740,42,981,2864,1145,4925,4925,4925,4925,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41091,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,16652,57965,24958,35,19982,95699,42342,99933,99933,99933,99933,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41092,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,648,2717,942,10,647,2661,1073,6492,6492,6492,6492,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41093,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1038,5478,1817,11,1037,5406,1974,10391,10391,10391,10391,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41094,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,21407,85708,34836,33,25689,124137,55048,128463,128463,128463,128463,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41095,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1343,2983,1113,32,1342,3126,1409,6731,6731,6731,6731,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41096,10.0.0.2,80,6,7,478,7,2823,52,68,158,39,52,403,1500,606,23,1135,3847,1411,74,1132,4617,1740,6824,6824,6824,6824,0,0,0,0,0,7,478,7,2823,1,2,0,0,372,372,0,1
10.0.0.3,41097,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,16681,57171,24927,32,20018,96129,42563,100112,100112,100112,100112,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
